"금연구역명","금연구역범위상세","시도명","시군구명","금연구역구분","금연구역지정근거명","금연구역면적","위반과태료","위반신고전화번호","소재지도로명주소","소재지지번주소","관리기관명","위도","경도","데이터기준일자","제공기관코드","작업일시"
"17-960","승차대 또는 버스표지판경계로부터 488m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 구일로4길 46(구로동)","","서울특별시 구로구청","37.493267","126.877870","2024-12-03","","2026-06-07 10:57:02.0"
"17-961","승차대 또는 버스표지판경계로부터 489m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 천왕로 10(천왕동)","","서울특별시 구로구청","37.480726","126.842162","2024-12-03","","2026-06-07 10:57:02.0"
"17-962","승차대 또는 버스표지판경계로부터 490m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 구일로4길 65(구로동,구일고정문건너편)","","서울특별시 구로구청","37.495130","126.875360","2024-12-03","","2026-06-07 10:57:02.0"
"17-963","승차대 또는 버스표지판경계로부터 491m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 구일로4길 57(구로동)","","서울특별시 구로구청","37.493040","126.875788","2024-12-03","","2026-06-07 10:57:02.0"
"17-967","승차대 또는 버스표지판경계로부터 492m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 시흥대로 571(구로동 1124-77)","","서울특별시 구로구청","37.483972","126.901810","2024-12-03","","2026-06-07 10:57:02.0"
"17-970","승차대 또는 버스표지판경계로부터 493m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 구일로 90-51(구로동,구일고정문)","","서울특별시 구로구청","37.493505","126.874619","2024-12-03","","2026-06-07 10:57:02.0"
"17-972","승차대 또는 버스표지판경계로부터 495m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 경인로40길 47","","서울특별시 구로구청","37.494522","126.859103","2024-12-03","","2026-06-07 10:57:02.0"
"17-974","승차대 또는 버스표지판경계로부터 496m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 디지털로 300(구로동)","","서울특별시 구로구청","37.484927","126.896538","2024-12-03","","2026-06-07 10:57:02.0"
"17-975","승차대 또는 버스표지판경계로부터 497m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 천왕로 56(천왕동)","","서울특별시 구로구청","37.483053","126.838915","2024-12-03","","2026-06-07 10:57:02.0"
"17-982","승차대 또는 버스표지판경계로부터 498m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 오리로 1149(천왕동,천왕로변)","","서울특별시 구로구청","37.486530","126.838194","2024-12-03","","2026-06-07 10:57:02.0"
"17-983","승차대 또는 버스표지판경계로부터 499m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 천왕로 91(천왕동,1단지106동앞)","","서울특별시 구로구청","37.486099","126.837388","2024-12-03","","2026-06-07 10:57:02.0"
"17-984","승차대 또는 버스표지판경계로부터 500m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 천왕로 29(천왕동,4단지403동앞)","","서울특별시 구로구청","37.480801","126.838595","2024-12-03","","2026-06-07 10:57:02.0"
"17-985","승차대 또는 버스표지판경계로부터 501m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 천왕로 9(천왕동)","","서울특별시 구로구청","37.479021","126.842258","2024-12-03","","2026-06-07 10:57:02.0"
"17-986","승차대 또는 버스표지판경계로부터 502m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 천왕로 10(천왕동)","","서울특별시 구로구청","37.480726","126.842162","2024-12-03","","2026-06-07 10:57:02.0"
"17-831","승차대 또는 버스표지판경계로부터 418m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 신도림로 110(신도림동,우성1차A)","","서울특별시 구로구청","37.511624","126.886035","2024-12-03","","2026-06-07 10:57:02.0"
"17-834","승차대 또는 버스표지판경계로부터 419m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 경인로67길 23(신도림동,푸르지오2차)","","서울특별시 구로구청","37.510710","126.889232","2024-12-03","","2026-06-07 10:57:02.0"
"17-835","승차대 또는 버스표지판경계로부터 420m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 도림천역 2번 출구 앞","","서울특별시 구로구청","37.515314","126.882162","2024-12-03","","2026-06-07 10:57:02.0"
"17-838","승차대 또는 버스표지판경계로부터 421m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 디지털로31길 61(구로동)","","서울특별시 구로구청","37.485911","126.891542","2024-12-03","","2026-06-07 10:57:02.0"
"17-846","승차대 또는 버스표지판경계로부터 422m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 연동로 306(항동)","","서울특별시 구로구청","37.487018","126.824191","2024-12-03","","2026-06-07 10:57:02.0"
"17-848","승차대 또는 버스표지판경계로부터 423m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 천왕로 63(천왕동,천왕중학교)","","서울특별시 구로구청","37.482654","126.837334","2024-12-03","","2026-06-07 10:57:02.0"
"17-855","승차대 또는 버스표지판경계로부터 424m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 신도림로 78(신도림동)","","서울특별시 구로구청","37.509389","126.884700","2024-12-03","","2026-06-07 10:57:02.0"
"17-863","승차대 또는 버스표지판경계로부터 425m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 구로중앙로28길 65(구로동)","","서울특별시 구로구청","37.500470","126.888932","2024-12-03","","2026-06-07 10:57:02.0"
"17-864","승차대 또는 버스표지판경계로부터 426m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 중앙로5길 62(고척동)","","서울특별시 구로구청","37.502955","126.860591","2024-12-03","","2026-06-07 10:57:02.0"
"17-865","승차대 또는 버스표지판경계로부터 427m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 구로중앙로 137(구로동)","","서울특별시 구로구청","37.499773","126.882990","2024-12-03","","2026-06-07 10:57:02.0"
"17-866","승차대 또는 버스표지판경계로부터 428m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 구로중앙로 152(구로동)","","서울특별시 구로구청","37.501160","126.882773","2024-12-03","","2026-06-07 10:57:02.0"
"17-867","승차대 또는 버스표지판경계로부터 429m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 가마산로 268(구로동)","","서울특별시 구로구청","37.495616","126.890319","2024-12-03","","2026-06-07 10:57:02.0"
"17-868","승차대 또는 버스표지판경계로부터 430m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 구로중앙로 68(구로동,신안타워)","","서울특별시 구로구청","37.495860","126.888807","2024-12-03","","2026-06-07 10:57:02.0"
"17-869","승차대 또는 버스표지판경계로부터 431m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 고척로22길 22앞(개봉동,남부순환로변)","","서울특별시 구로구청","37.500614","126.846922","2024-12-03","","2026-06-07 10:57:02.0"
"17-870","승차대 또는 버스표지판경계로부터 432m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 남부순환로 775(개봉동,개봉푸르지오앞)","","서울특별시 구로구청","37.501568","126.847162","2024-12-03","","2026-06-07 10:57:02.0"
"17-877","승차대 또는 버스표지판경계로부터 433m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 개봉로 63(개봉동)","","서울특별시 구로구청","37.491382","126.855689","2024-12-03","","2026-06-07 10:57:02.0"
"17-878","승차대 또는 버스표지판경계로부터 434m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 개봉로 58(개봉동)","","서울특별시 구로구청","37.490870","126.856328","2024-12-03","","2026-06-07 10:57:02.0"
"17-879","승차대 또는 버스표지판경계로부터 435m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 개봉로 13(개봉동,한솔정형외과)","","서울특별시 구로구청","37.486789","126.856086","2024-12-03","","2026-06-07 10:57:02.0"
"17-880","승차대 또는 버스표지판경계로부터 436m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 개봉로 14(개봉동,원할머니보쌈)","","서울특별시 구로구청","37.486940","126.856662","2024-12-03","","2026-06-07 10:57:02.0"
"17-881","승차대 또는 버스표지판경계로부터 437m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 도림천로 352(구로동)","","서울특별시 구로구청","37.493434","126.894242","2024-12-03","","2026-06-07 10:57:02.0"
"17-886","승차대 또는 버스표지판경계로부터 438m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 중앙로 105(중앙로15길변)","","서울특별시 구로구청","37.506839","126.859646","2024-12-03","","2026-06-07 10:57:02.0"
"17-887","승차대 또는 버스표지판경계로부터 439m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 개봉로1길 170(개봉동)","","서울특별시 구로구청","37.482322","126.849629","2024-12-03","","2026-06-07 10:57:02.0"
"17-888","승차대 또는 버스표지판경계로부터 440m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 가마산로 162-2(구로동)","","서울특별시 구로구청","37.490235","126.881653","2024-12-03","","2026-06-07 10:57:02.0"
"17-889","승차대 또는 버스표지판경계로부터 441m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 디지털로31길 19(구로동)","","서울특별시 구로구청","37.484876","126.893767","2024-12-03","","2026-06-07 10:57:02.0"
"17-897","승차대 또는 버스표지판경계로부터 442m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 경인로 565(구로동,구로중앙로변)","","서울특별시 구로구청","37.503640","126.879714","2024-12-03","","2026-06-07 10:57:02.0"
"17-899","승차대 또는 버스표지판경계로부터 443m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 도림로 84(구로동)","","서울특별시 구로구청","37.490266","126.892948","2024-12-03","","2026-06-07 10:57:02.0"
"17-900","승차대 또는 버스표지판경계로부터 444m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 경서로 47(고척동)","","서울특별시 구로구청","37.501494","126.858515","2024-12-03","","2026-06-07 10:57:02.0"
"17-901","승차대 또는 버스표지판경계로부터 445m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 고척로52길 6(고척동)","","서울특별시 구로구청","37.504732","126.855789","2024-12-03","","2026-06-07 10:57:02.0"
"17-737","승차대 또는 버스표지판경계로부터 390m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 경인로47길 23(고척동)","","서울특별시 구로구청","37.500385","126.866417","2024-12-03","","2026-06-07 10:57:02.0"
"17-738","승차대 또는 버스표지판경계로부터 391m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 중앙로15길 87(고척동,은혜교회앞)","","서울특별시 구로구청","37.506906","126.854866","2024-12-03","","2026-06-07 10:57:02.0"
"17-739","승차대 또는 버스표지판경계로부터 392m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 개봉로1길 40(개봉동)","","서울특별시 구로구청","37.485050","126.854467","2024-12-03","","2026-06-07 10:57:02.0"
"17-740","승차대 또는 버스표지판경계로부터 393m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 고척로30길 58(개봉동,경인로33다길변)","","서울특별시 구로구청","37.499822","126.849608","2024-12-03","","2026-06-07 10:57:02.0"
"17-741","승차대 또는 버스표지판경계로부터 394m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 경인로 320(개봉동)","","서울특별시 구로구청","37.497086","126.855733","2024-12-03","","2026-06-07 10:57:02.0"
"17-743","승차대 또는 버스표지판경계로부터 395m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 구일로4길 65(구로동,113동앞)","","서울특별시 구로구청","37.495130","126.875360","2024-12-03","","2026-06-07 10:57:02.0"
"17-744","승차대 또는 버스표지판경계로부터 396m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 도림로 65(구로동)","","서울특별시 구로구청","37.489383","126.890871","2024-12-03","","2026-06-07 10:57:02.0"
"17-746","승차대 또는 버스표지판경계로부터 397m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 연동로 240(항동9-1)","","서울특별시 구로구청","37.481968","126.823669","2024-12-03","","2026-06-07 10:57:02.0"
"17-747","승차대 또는 버스표지판경계로부터 398m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 중앙로6길 9(고척동,햇님빌딩)","","서울특별시 구로구청","37.500646","126.864361","2024-12-03","","2026-06-07 10:57:02.0"
"17-748","승차대 또는 버스표지판경계로부터 399m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 고척로55길 22-9(고척동,중앙로15길변)","","서울특별시 구로구청","37.506465","126.855786","2024-12-03","","2026-06-07 10:57:02.0"
"17-749","승차대 또는 버스표지판경계로부터 400m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 개봉로1길 70(개봉동)","","서울특별시 구로구청","37.483859","126.853871","2024-12-03","","2026-06-07 10:57:02.0"
"17-750","승차대 또는 버스표지판경계로부터 401m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 경인로33길 51(개봉동,경인로33다길변)","","서울특별시 구로구청","37.500241","126.851139","2024-12-03","","2026-06-07 10:57:02.0"
"17-751","승차대 또는 버스표지판경계로부터 402m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 디지털로34길 27(구로동,대륭3차앞)","","서울특별시 구로구청","37.485473","126.898223","2024-12-03","","2026-06-07 10:57:02.0"
"17-752","승차대 또는 버스표지판경계로부터 403m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 디지털로 300(구로동,디지털로34길변)","","서울특별시 구로구청","37.484927","126.896538","2024-12-03","","2026-06-07 10:57:02.0"
"17-755","승차대 또는 버스표지판경계로부터 404m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 신도림로 65(신도림동,월드메르디아앞)","","서울특별시 구로구청","37.509568","126.882036","2024-12-03","","2026-06-07 10:57:02.0"
"17-772","승차대 또는 버스표지판경계로부터 405m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 구일로2길 60","","서울특별시 구로구청","37.489758","126.877081","2024-12-03","","2026-06-07 10:57:02.0"
"17-773","승차대 또는 버스표지판경계로부터 406m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 디지털로31길 109(구로동)","","서울특별시 구로구청","37.487347","126.890330","2024-12-03","","2026-06-07 10:57:02.0"
"17-775","승차대 또는 버스표지판경계로부터 407m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 경인로 662(신도림동,현대디큐브)","","서울특별시 구로구청","37.508123","126.888213","2024-12-03","","2026-06-07 10:57:02.0"
"17-788","승차대 또는 버스표지판경계로부터 408m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 경인로 565(구로동)","","서울특별시 구로구청","37.503640","126.879714","2024-12-03","","2026-06-07 10:57:02.0"
"17-792","승차대 또는 버스표지판경계로부터 409m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 중앙로5길 20(고척동)","","서울특별시 구로구청","37.501114","126.862592","2024-12-03","","2026-06-07 10:57:02.0"
"17-801","승차대 또는 버스표지판경계로부터 410m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 오리로 1198(오류동,동부제강)","","서울특별시 구로구청","37.490126","126.836007","2024-12-03","","2026-06-07 10:57:02.0"
"17-802","승차대 또는 버스표지판경계로부터 411m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 서해안로 2124(항동)","","서울특별시 구로구청","37.481657","126.825397","2024-12-03","","2026-06-07 10:57:02.0"
"17-803","승차대 또는 버스표지판경계로부터 412m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 중앙로15길 19(고척동)","","서울특별시 구로구청","37.506530","126.858786","2024-12-03","","2026-06-07 10:57:02.0"
"17-804","승차대 또는 버스표지판경계로부터 413m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 서해안로 2220(오류동)","","서울특별시 구로구청","37.487255","126.833702","2024-12-03","","2026-06-07 10:57:02.0"
"17-806","승차대 또는 버스표지판경계로부터 414m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 서해안로21길 5-13(오류동)","","서울특별시 구로구청","37.489808","126.837373","2024-12-03","","2026-06-07 10:57:02.0"
"17-807","승차대 또는 버스표지판경계로부터 415m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 개봉1다길 5(개봉동,개봉로1길변,소망빌라)","","서울특별시 구로구청","37.505131","126.844570","2024-12-03","","2026-06-07 10:57:02.0"
"17-808","승차대 또는 버스표지판경계로부터 416m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 서해안로 2117","","서울특별시 구로구청","37.481552","126.823778","2024-12-03","","2026-06-07 10:57:02.0"
"17-809","승차대 또는 버스표지판경계로부터 417m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 항동로 43(항동, 303동앞)","","서울특별시 구로구청","37.479336","126.824182","2024-12-03","","2026-06-07 10:57:02.0"
"17-695","승차대 또는 버스표지판경계로부터 363m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 디지털로 292(구로동,디지털로32길변)","","서울특별시 구로구청","37.484694","126.895892","2024-12-03","","2026-06-07 10:57:02.0"
"17-697","승차대 또는 버스표지판경계로부터 364m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 연동로 303(항동,동삼빌라맞은편)","","서울특별시 구로구청","37.487387","126.823655","2024-12-03","","2026-06-07 10:57:02.0"
"17-700","승차대 또는 버스표지판경계로부터 365m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 천왕로 92(천왕동)","","서울특별시 구로구청","37.484708","126.838501","2024-12-03","","2026-06-07 10:57:02.0"
"17-701","승차대 또는 버스표지판경계로부터 366m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 천왕로 56(천왕동,금오로변)","","서울특별시 구로구청","37.483053","126.838915","2024-12-03","","2026-06-07 10:57:02.0"
"17-704","승차대 또는 버스표지판경계로부터 367m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 오리로 1197(오류동)","","서울특별시 구로구청","37.488709","126.834111","2024-12-03","","2026-06-07 10:57:02.0"
"17-706","승차대 또는 버스표지판경계로부터 368m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 개봉로17길 73(개봉동,개봉로15길변)","","서울특별시 구로구청","37.491103","126.851761","2024-12-03","","2026-06-07 10:57:02.0"
"17-707","승차대 또는 버스표지판경계로부터 369m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 구일로 90-133(구로동,구일로10길변)","","서울특별시 구로구청","37.495301","126.873770","2024-12-03","","2026-06-07 10:57:02.0"
"17-708","승차대 또는 버스표지판경계로부터 370m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 구로중앙로 57(구로동)","","서울특별시 구로구청","37.494572","126.888986","2024-12-03","","2026-06-07 10:57:02.0"
"17-709","승차대 또는 버스표지판경계로부터 371m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 고척로 24(오류동)","","서울특별시 구로구청","37.496847","126.839943","2024-12-03","","2026-06-07 10:57:02.0"
"17-711","승차대 또는 버스표지판경계로부터 372m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 중앙로8길 10-17(고척동,경인로47길변)","","서울특별시 구로구청","37.501907","126.8643999800","2024-12-03","","2026-06-07 10:57:02.0"
"17-712","승차대 또는 버스표지판경계로부터 373m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","","서울특별시 구로구 항동 135-59","서울특별시 구로구청","37.479634","126.826114","2024-12-03","","2026-06-07 10:57:02.0"
"17-713","승차대 또는 버스표지판경계로부터 374m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 고척로18나길 27(개봉동,고척로22길변)","","서울특별시 구로구청","37.499277","126.847237","2024-12-03","","2026-06-07 10:57:02.0"
"17-714","승차대 또는 버스표지판경계로부터 375m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 항동로 42(항동, 한양수자인아파트 상가앞)","","서울특별시 구로구청","37.477928","126.826049","2024-12-03","","2026-06-07 10:57:02.0"
"17-715","승차대 또는 버스표지판경계로부터 376m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","","서울특별시 구로구 항동 206-1","서울특별시 구로구청","37.476381","126.817643","2024-12-03","","2026-06-07 10:57:02.0"
"17-716","승차대 또는 버스표지판경계로부터 377m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 개봉로17마길 17-25(개봉동)","","서울특별시 구로구청","37.491980","126.851604","2024-12-03","","2026-06-07 10:57:02.0"
